-4.952715275550988011e-07,-5.742714392230971281e-09,-4.025796604267935712e-07,-1.152865572965252630e-05,3.560330285352572369e-07,-1.221992942420420493e-06,-2.596402659059283670e-06,1.202392725720762161e-05,1.236877021653586397e-05,-1.261056451853693360e-05,4.340158085642570909e-06,-4.581952387643865002e-06,0.000000000000000000e+00
-4.952715275550988011e-07,-7.125005742713517651e-03,-3.990508507929636342e-07,6.816151528372976125e-05,1.500003560330285257e-01,-1.500012219929424129e-01,1.499974035973409281e-01,-6.382041003979726406e-05,-1.499876312297834524e-01,-1.500126105645185337e-01,-1.499956598419143472e-01,-1.500045819523876389e-01,0.000000000000000000e+00
-1.614829427820764233e-05,-7.137910748991642927e-03,-1.441213981027172122e-05,8.380505913406193354e-05,1.472030297702044688e-01,-1.485908542575936075e-01,1.483189097105712118e-01,-6.388847665925188651e-05,-1.498374265887967294e-01,-1.507061789808285257e-01,-1.500991989381487146e-01,-1.504444066314765127e-01,0.000000000000000000e+00
-4.614575890792176126e-05,-7.142272334431222156e-03,-4.126703300860750821e-05,1.138223553856573670e-04,1.451109783633686146e-01,-1.485418509379225482e-01,1.472962762929251046e-01,-6.398458799550574934e-05,-1.491207254533932491e-01,-1.516064905999168488e-01,-1.498687724925321652e-01,-1.508584435607778773e-01,0.000000000000000000e+00
-9.496336520846433281e-05,-7.135911383952631831e-03,-8.497120949598757091e-05,1.626996187574385514e-04,1.439278594684398616e-01,-1.502777120671324740e-01,1.471295056832043202e-01,-6.411936372127751652e-05,-1.476709877690346728e-01,-1.527882689582769626e-01,-1.492103938997823842e-01,-1.512488628275291958e-01,0.000000000000000000e+00
-1.669235334574603082e-04,-7.117517046130587485e-03,-1.493956908235986045e-04,2.347704551258484435e-04,1.438248860135792062e-01,-1.541589137760068229e-01,1.479886811491673004e-01,-6.430408368676475233e-05,-1.453440507042110252e-01,-1.543403523964857749e-01,-1.480499690360477238e-01,-1.516344340646490207e-01,0.000000000000000000e+00
-2.661969787234189436e-04,-7.087002898219892794e-03,-2.382765538784597462e-04,3.342175909405714217e-04,1.449202490416096611e-01,-1.604413343475902809e-01,1.499929625991594795e-01,-6.455084374536273182e-05,-1.420255680820440847e-01,-1.563732183757058913e-01,-1.463407612108236777e-01,-1.520580252469262150e-01,0.000000000000000000e+00
-3.968045106595343026e-04,-7.045586960403885275e-03,-3.552163613064639636e-04,4.650748817681481890e-04,1.472655483671212739e-01,-1.692476984891933822e-01,1.531955927056350419e-01,-6.487276517370671577e-05,-1.376326276047917518e-01,-1.590206977497004570e-01,-1.440650375670620431e-01,-1.525882877874300547e-01,0.000000000000000000e+00
-5.626190459652911317e-04,-6.995509031702833516e-03,-5.036855344122206663e-04,6.312295999063150236e-04,1.508453727979358061e-01,-1.805645909452623377e-01,1.575813228142542433e-01,-6.528427045104706269e-05,-1.321077249791311470e-01,-1.624340574109497393e-01,-1.412280758295157979e-01,-1.533137065605649496e-01,0.000000000000000000e+00
-7.673676942123560307e-04,-6.939501344540008332e-03,-6.870237300096154048e-04,8.364248793328816827e-04,1.555902808202062060e-01,-1.942664324495600447e-01,1.630774007375464518e-01,-6.580144296597159061e-05,-1.254075411102908155e-01,-1.667708899723095994e-01,-1.378469753112068208e-01,-1.543314557713934276e-01,0.000000000000000000e+00
-1.014633753600802449e-03,-6.880249989078259139e-03,-9.084412756703594358e-04,1.084262179058027419e-03,1.613972590759200632e-01,-2.101554480540460124e-01,1.695730731415814596e-01,-6.644249515335204814e-05,-1.174915260899303260e-01,-1.721838054027230169e-01,-1.339392732535643060e-01,-1.557360582390888704e-01,0.000000000000000000e+00
-1.307858540214879191e-03,-6.820032539388610343e-03,-1.171020677462514736e-03,1.378203723032863552e-03,1.681499007131977697e-01,-2.280023329296743395e-01,1.769400655403045308e-01,-6.722837964437473521e-05,-1.083141961988712820e-01,-1.788128267230378876e-01,-1.295152714823544493e-01,-1.576117514395544428e-01,0.000000000000000000e+00
-1.650343076802667603e-03,-6.760575625811247880e-03,-1.477718179772465838e-03,1.721574992044698146e-03,1.757332572962615469e-01,-2.475770998294460901e-01,1.850485704008258403e-01,-6.818359283390098245e-05,-9.782206446495170238e-02,-1.867824117121013872e-01,-1.245749943415421501e-01,-1.600294818355106063e-01,0.000000000000000000e+00
-2.045249711005362944e-03,-6.703073157709132576e-03,-1.831365348851682730e-03,2.117567409059994531e-03,1.840422462489610667e-01,-2.686672697231704543e-01,1.937770228950669860e-01,-6.933724239718423764e-05,-8.595395484560011679e-02,-1.962018544722913815e-01,-1.191085291082131792e-01,-1.630472802096779306e-01,0.000000000000000000e+00
-2.495603722698682900e-03,-6.648282067485146093e-03,-2.234670662042021697e-03,2.569241382851472199e-03,1.929849573639676186e-01,-2.910856784420035592e-01,2.030165936035593366e-01,-7.072448392456479049e-05,-7.264294860535408516e-02,-2.071673186558352364e-01,-1.130979984259430776e-01,-1.667122688352458693e-01,0.000000000000000000e+00
-3.004294952934513652e-03,-6.596635093630622351e-03,-2.690221098047350639e-03,3.079529899768780003e-03,2.024828315693573688e-01,-3.146716917045974116e-01,2.126722173513457825e-01,-7.238848403705070117e-05,-5.781868894490659744e-02,-2.197642301822597954e-01,-1.065198913398447828e-01,-1.710630277873211036e-01,0.000000000000000000e+00
-3.574079466873290867e-03,-6.548340366047087323e-03,-3.200483733061249350e-03,3.651242916292150083e-03,2.124693149481809706e-01,-3.392890488729942700e-01,2.226617755283696598e-01,-7.438315021900738144e-05,-4.140940720198858782e-02,-2.340693934695169676e-01,-9.934711645446059336e-02,-1.761316842170443653e-01,0.000000000000000000e+00
-4.207581255063757610e-03,-6.503458361198418552e-03,-3.767807353348384593e-03,4.287072931984414401e-03,2.228879902920873901e-01,-3.648224189501085846e-01,2.329145131249712453e-01,-7.677700260682100936e-05,-2.334347211818887241e-02,-2.501526329613585342e-01,-9.155057877922226361e-02,-1.819455263003248169e-01,0.000000000000000000e+00
-4.907293978606331458e-03,-6.461957032280470775e-03,-4.394424099907742742e-03,4.989602349960318636e-03,2.336907061482673964e-01,-3.911737918266769976e-01,2.433692935309587912e-01,-7.965878928571941257e-05,-3.550479127979937893e-03,-2.680779772916240256e-01,-8.310029730749303456e-02,-1.885281591121107658e-01,0.000000000000000000e+00
-5.675582771499572757e-03,-6.423749455705779834e-03,-5.082451168322787982e-03,5.761313631584098066e-03,2.448359236943010442e-01,-4.182592102653800992e-01,2.539729762512286659e-01,-8.314583845781917007e-05,1.803802918644299702e-02,-2.879044780879113641e-01,-7.396615468839215501e-02,-1.959002942130761149e-01,0.000000000000000000e+00
-6.514686128244179600e-03,-6.388718681842079153e-03,-5.833892600675781928e-03,6.604603970499701993e-03,2.562873432032570231e-01,-4.460060100398890448e-01,2.646790231931986370e-01,-8.739684443363560714e-05,4.148811350380257612e-02,-3.096867631411979183e-01,-6.411837741720817496e-02,-2.040802722201867925e-01,0.000000000000000000e+00
-7.426717931364166560e-03,-6.356733680396066573e-03,-6.650641232992832164e-03,7.521807555249803746e-03,2.680127992350896937e-01,-4.743505737504036257e-01,2.754463499114420677e-01,-9.263210191447160283e-05,6.686317869350071053e-02,-3.334754076609739992e-01,-5.352782777282347193e-02,-2.130844011946493588e-01,0.000000000000000000e+00
-8.413669724263375324e-03,-6.327659266111303367e-03,-7.534480914726799164e-03,8.515231130443742455e-03,2.799833866914607228e-01,-5.032365384231245464e-01,2.862383997797111612e-01,-9.916679288692013404e-05,9.422384766756944363e-02,-3.593171876982692581e-01,-4.216616680996315703e-02,-2.229271732207366019e-01,0.000000000000000000e+00
-9.477413439130406153e-03,-6.301362017187402131e-03,-8.487089227774392841e-03,9.587214060586568901e-03,2.921727745396655584e-01,-5.326133790993013983e-01,2.970224064902010075e-01,-1.074683201344882766e-04,1.236279321998794561e-01,-3.872552645671613059e-01,-3.000592776076091428e-02,-2.336214046065210881e-01,0.000000000000000000e+00
-1.061970502092377325e-02,-6.277713528591994697e-03,-9.510041180215887680e-03,1.074023633894088080e-02,3.045566676976189657e-01,-5.624352935832094280e-01,3.077688095573686278e-01,-1.182606879680112906e-04,1.551304860840228561e-01,-4.173293419540082261e-01,-1.702052162358380638e-02,-2.451783342464019799e-01,0.000000000000000000e+00
-1.184218994765609025e-02,-6.256591844264979690e-03,-1.060481494976934363e-02,1.197712760335745488e-02,3.171123841917547481e-01,-5.926603240454993982e-01,3.184507914108739568e-01,-1.327279904245390590e-04,1.887839539169047232e-01,-4.495758437836901433e-01,-3.184177866151993719e-03,-2.576077120006335930e-01,0.000000000000000000e+00
-1.314641314813184622e-02,-6.237881514515749258e-03,-1.177280236238820166e-02,1.330150973621410833e-02,3.298185216565087119e-01,-6.232496631535644482e-01,3.290439096807459829e-01,-1.529470797795559384e-04,2.246384839265790356e-01,-4.840281978366344773e-01,1.152820763054657714e-02,-2.709179215406028463e-01,0.000000000000000000e+00
